c_ClaveProdServ,Descripción,Palabras similares,Material Peligroso,FechaInicioVigencia,FechaFinVigencia
31341501,Ensambles de láminas soldadas con soldadura solvente de aluminio,,"0,1",17/07/2024,
31341502,Ensambles de láminas soldadas con soldadura solvente de acero al carbono,,"0,1",17/07/2024,
31341503,Ensambles de láminas soldadas con soldadura solvente de aleación hast x,Ensambles de láminas soldadas con soldadura solvente de aleación hastelloy x,0,17/07/2024,
31341504,Ensambles de láminas soldadas con soldadura solvente de inconel,,0,17/07/2024,
31341505,Ensambles de láminas soldadas con soldadura solvente de acero de aleación baja,,0,17/07/2024,
31341506,Ensambles de láminas soldadas con soldadura solvente no metálica,,0,17/07/2024,
31341509,Ensambles de láminas soldadas con soldadura solvente de acero inoxidable,,0,17/07/2024,
31341510,Ensambles de láminas soldadas con soldadura solvente de titanio,,"0,1",17/07/2024,
31341511,Ensambles de láminas soldadas con soldadura solvente de aleación wasp,,0,17/07/2024,
31341512,Ensambles de láminas soldadas con soldadura solvente de cobre,,"0,1",17/07/2024,
31341513,Ensambles de láminas soldadas con soldadura solvente de latón,,0,17/07/2024,
31341600,Conjuntos de lámina con acabado ligado,,0,17/07/2024,
31341601,Ensambles de láminas pegadas de aluminio,,"0,1",17/07/2024,
31341602,Ensambles de láminas pegadas de acero al carbono,,"0,1",17/07/2024,
31341603,Ensambles de láminas pegadas de aleación hast x,Ensamble de láminas pegadas de aleación hastelloy x,0,17/07/2024,
31341604,Ensambles de láminas pegadas de inconel,,0,17/07/2024,
31341605,Ensambles de láminas pegadas de acero de aleación baja,,0,17/07/2024,
31341606,Ensambles de láminas pegadas no metálica,,0,17/07/2024,
31341609,Ensambles de láminas pegadas de acero inoxidable,,0,17/07/2024,
31341610,Ensambles de láminas pegadas de titanio,,"0,1",17/07/2024,
31341611,Ensambles de láminas pegadas de aleación wasp,,0,17/07/2024,
31341612,Ensambles de láminas pegadas de cobre,,"0,1",17/07/2024,
31341613,Ensambles de láminas pegadas de latón,,0,17/07/2024,
31341700,Conjuntos de lámina empernada,,0,17/07/2024,
31341701,Ensambles de láminas atornilladas de aluminio,,"0,1",17/07/2024,
31341702,Ensambles de láminas atornilladas de acero al carbono,,"0,1",17/07/2024,
31341703,Ensambles de láminas atornilladas de aleación hast x,Ensambles de láminas atornilladas de aleación hastelloy x,0,17/07/2024,
31341704,Ensambles de láminas atornilladas de inconel,,0,17/07/2024,
31341705,Ensambles de láminas atornilladas de acero de aleación baja,,0,17/07/2024,
31341706,Ensambles de láminas atornilladas no metálica,Ensambles de láminas atornilladas de plástico,0,17/07/2024,
31341709,Ensambles de láminas atornilladas de acero inoxidable,,0,17/07/2024,
31341710,Ensambles de láminas atornilladas de titanio,,"0,1",17/07/2024,
31341711,Ensambles de láminas atornilladas de aleación wasp,,0,17/07/2024,
31341712,Ensambles de láminas atornilladas de cobre,,"0,1",17/07/2024,
31341713,Ensambles de láminas atornilladas de latón,,0,17/07/2024,
31351100,Conjuntos de tubos soldados con ultra violeta UV,,"0,1",17/07/2024,
31351101,Ensambles de tubos soldados con soldadura ultra violeta de aluminio,,"0,1",17/07/2024,
31351102,Ensambles de tubos soldados con soldadura ultra violeta de acero al carbono,,"0,1",17/07/2024,
31351103,Ensambles de tubos soldados con soldadura ultra violeta de aleación hast x,Ensambles de tubos soldados con soldadura ultra violeta de aleación hastelloy x,"0,1",17/07/2024,
31351104,Ensambles de tubos soldados con soldadura ultra violeta de inconel,,"0,1",17/07/2024,
31351105,Ensambles de tubos soldados con soldadura ultra violeta de acero de aleación baja,,"0,1",17/07/2024,
31351106,Ensambles de tubos soldados con soldadura ultra violeta no metálica,Ensambles de tubos soldados con soldadura ultra violeta plástica,"0,1",17/07/2024,
31351109,Ensambles de tubos soldados con soldadura ultra violeta de acero inoxidable,,"0,1",17/07/2024,
31351110,Ensambles de tubos soldados con soldadura ultra violeta de titanio,,"0,1",17/07/2024,
31351111,Ensambles de tubos soldados con soldadura ultra violeta de aleación wasp,,"0,1",17/07/2024,
31351112,Ensambles de tubos soldados con soldadura ultra violeta de cobre,,"0,1",17/07/2024,
31351113,Ensambles de tubos soldados con soldadura ultra violeta de latón,,"0,1",17/07/2024,
31351300,Conjuntos de tubería remachada,,0,17/07/2024,
31351301,Ensambles de tubos remachados de aluminio,,"0,1",17/07/2024,
31351302,Ensambles de tubos remachados de acero al carbono,,"0,1",17/07/2024,
31351303,Ensambles de tubos remachados de aleación hast x,Ensambles de tubos remachados de aleación hastelloy x,0,17/07/2024,
31351304,Ensambles de tubos remachados de inconel,,0,17/07/2024,
31351305,Ensambles de tubos remachados de acero de aleación baja,,0,17/07/2024,
31351306,Ensambles de tubos remachados no metálica,Ensambles de tubos remangados de plástico,0,17/07/2024,
31351309,Ensambles de tubos remachados de acero inoxidable,,0,17/07/2024,
31351310,Ensambles de tubos remachados de titanio,,"0,1",17/07/2024,
31351311,Ensambles de tubos remachados de aleación wasp,,0,17/07/2024,
31351312,Ensambles de tubos remachados de cobre,,"0,1",17/07/2024,
31351313,Ensambles de tubos remachados de latón,,0,17/07/2024,
31351600,Conjuntos de tubería soldada de solvente,,0,17/07/2024,
31351601,Ensambles de tubos soldados con disolvente de aluminio,,"0,1",17/07/2024,
31351602,Ensambles de tubos soldados con disolvente de acero al carbono,,"0,1",17/07/2024,
31351603,Ensambles de tubos soldados con disolvente de aleación hast x,Ensambles de tubos soldados con disolvente de aleación hastelloy x,0,17/07/2024,
31351604,Ensambles de tubos soldados con disolvente de inconel,,0,17/07/2024,
31351605,Ensambles de tubos soldados con disolvente de acero de aleación baja,,0,17/07/2024,
31351606,Ensambles de tubos soldados con disolvente no metálica,,0,17/07/2024,
31351609,Ensambles de tubos soldados con disolvente de acero inoxidable,,0,17/07/2024,
31351610,Ensambles de tubos soldados con disolvente de titanio,,"0,1",17/07/2024,
31351611,Ensambles de tubos soldados con disolvente de aleación wasp,,0,17/07/2024,
31351612,Ensambles de tubos soldados con disolvente de cobre,,0,17/07/2024,
31351613,Ensambles de tubos soldados con disolvente de latón,,0,17/07/2024,
31351700,Conjuntos de tubería soldada sónica,,"0,1",17/07/2024,
31351701,Ensambles de tubos soldados con soldadura sónica de aluminio,,"0,1",17/07/2024,
31351702,Ensambles de tubos soldados con soldadura sónica de acero al carbono,,"0,1",17/07/2024,
31351703,Ensambles de tubos soldados con soldadura sónica de aleación hast x,Ensambles de tubos soldados con soldadura sónica de aleación hastelloy x,"0,1",17/07/2024,
31351704,Ensambles de tubos soldados con soldadura sónica de inconel,,"0,1",17/07/2024,
31351705,Ensambles de tubos soldados con soldadura sónica de acero de aleación baja,,"0,1",17/07/2024,
31351706,Ensambles de tubos soldados con soldadura sónica no metálica,Ensambles de tubos soldados con soldadura sónica plástica,"0,1",17/07/2024,
31351709,Ensambles de tubos soldados con soldadura sónica de acero inoxidable,,"0,1",17/07/2024,
31351710,Ensambles de tubos soldados con soldadura sónica de titanio,,"0,1",17/07/2024,
31351711,Ensambles de tubos soldados con soldadura sónica de aleación wasp,,"0,1",17/07/2024,
31351712,Ensambles de tubos soldados con soldadura sónica de cobre,,"0,1",17/07/2024,
31351713,Ensambles de tubos soldados con soldadura sónica de latón,,"0,1",17/07/2024,
31361300,Conjuntos de placa soldados de solvente,,0,17/07/2024,
31361301,Ensambles de placas soldadas con solvente de aluminio,,"0,1",17/07/2024,
31361302,Ensambles de placas soldadas con solvente de acero al carbono,,"0,1",17/07/2024,
31361303,Ensambles de placas soldadas con solvente de aleación hast x,Ensambles de placas soldadas con solvente de aleación hastelloy x,0,17/07/2024,
31361304,Ensambles de placas soldadas con solvente de inconel,,0,17/07/2024,
31361305,Ensambles de placas soldadas con solvente de acero de aleación baja,,0,17/07/2024,
31361306,Ensambles de placas soldadas con solvente no metálica,,0,17/07/2024,
31361309,Ensambles de placas soldadas con solvente de acero inoxidable,,0,17/07/2024,
31361310,Ensambles de placas soldadas con solvente de titanio,,"0,1",17/07/2024,
31361311,Ensambles de placas soldadas con solvente de aleación wasp,,0,17/07/2024,
31361312,Ensambles de placas soldadas con solvente de cobre,,0,17/07/2024,
31361313,Ensambles de placas soldadas con solvente de latón,,0,17/07/2024,
31361400,Conjuntos de placas soldadas o soldadas con latón,,0,17/07/2024,
31361401,Ensambles de placas soldadas con soldadura fuerte o débil de aluminio,,"0,1",17/07/2024,
31361402,Ensambles de placas soldadas con soldadura fuerte o débil de acero al carbono,,"0,1",17/07/2024,
31361403,Ensambles de placas soldadas con soldadura fuerte o débil de aleación hast x,Ensambles de placas soldadas con soldadura fuerte o débil de aleación hastelloy x,0,17/07/2024,
31361404,Ensambles de placas soldadas con soldadura fuerte o débil de inconel,,0,17/07/2024,
31361405,Ensambles de placas soldadas con soldadura fuerte o débil de acero de aleación baja,,0,17/07/2024,
31361406,Ensambles de placas soldadas con soldadura fuerte o débil no metálica,,0,17/07/2024,
31361409,Ensambles de placas soldadas con soldadura fuerte o débil de acero inoxidable,,0,17/07/2024,
31361410,Ensambles de placas soldadas con soldadura fuerte o débil de titanio,,"0,1",17/07/2024,
31361411,Ensambles de placas soldadas con soldadura fuerte o débil de aleación wasp,Ensambles de placas soldadas con soldadura fuerte o débil de aleación waspaloy,0,17/07/2024,
31361412,Ensambles de placas soldadas con soldadura fuerte o débil de cobre,,0,17/07/2024,
31361413,Ensambles de placas soldadas con soldadura fuerte o débil de latón,,0,17/07/2024,
31361500,Conjuntos de placas soldadas con ultra violeta UV,,"0,1",17/07/2024,
31361501,Ensambles de placas soldadas con soldadura ultra violeta de aluminio,,"0,1",17/07/2024,
31361502,Ensambles de placas soldadas con soldadura ultra violeta de acero al carbono,,"0,1",17/07/2024,
31361503,Ensambles de placas soldadas con soldadura ultra violeta de aleación hast x,Ensambles de placas soldadas con soldadura ultra violeta de aleación hastelloy x,"0,1",17/07/2024,
31361504,Ensambles de placas soldadas con soldadura ultra violeta de inconel,,"0,1",17/07/2024,
31361505,Ensambles de placas soldadas con soldadura ultra violeta de acero de aleación baja,,"0,1",17/07/2024,
31361506,Ensambles de placas soldadas con soldadura ultra violeta no metálica,,"0,1",17/07/2024,
31361509,Ensambles de placas soldadas con soldadura ultra violeta de acero inoxidable,,"0,1",17/07/2024,
31361510,Ensambles de placas soldadas con soldadura ultra violeta de titanio,,"0,1",17/07/2024,
31361511,Ensambles de placas soldadas con soldadura ultra violeta de aleación wasp,Ensambles de placas soldadas con soldadura ultra violeta de aleación waspaloy,"0,1",17/07/2024,
31361512,Ensambles de placas soldadas con soldadura ultra violeta de cobre,,"0,1",17/07/2024,
31361513,Ensambles de placas soldadas con soldadura ultra violeta de latón,,"0,1",17/07/2024,
31361600,Conjuntos de placas soldadas con sónico,,0,17/07/2024,
31361601,Ensambles de placas soldadas con soldadura sónica de aluminio,,"0,1",17/07/2024,
31361602,Ensambles de placas soldadas con soldadura sónica de acero al carbono,,"0,1",17/07/2024,
31361603,Ensambles de placas soldadas con soldadura sónica de aleación hast x,Ensambles de placas soldadas con soldadura sónica de aleación hastelloy x,0,17/07/2024,
31361604,Ensambles de placas soldadas con soldadura sónica de inconel,,0,17/07/2024,
31361605,Ensambles de placas soldadas con soldadura sónica de acero de aleación baja,,0,17/07/2024,
31361606,Ensambles de placas soldadas con soldadura sónica no metálica,,0,17/07/2024,
31361609,Ensambles de placas soldadas con soldadura sónica de acero inoxidable,,0,17/07/2024,
31361610,Ensambles de placas soldadas con soldadura sónica de titanio,,"0,1",17/07/2024,
31361611,Ensambles de placas soldadas con soldadura sónica de aleación wasp,Ensambles de placas soldadas con soldadura sónica de aleación waspaloy,0,17/07/2024,
31361612,Ensambles de placas soldadas con soldadura sónica de cobre,,"0,1",17/07/2024,
31361613,Ensambles de placas soldadas con soldadura sónica de latón,,0,17/07/2024,
31361700,Conjuntos de placas remachadas,,0,17/07/2024,
31361701,Ensambles de placas remachadas de aluminio,,"0,1",17/07/2024,
31361702,Ensambles de placas remachadas de acero al carbono,,"0,1",17/07/2024,
31361703,Ensambles de placas remachadas de aleación hast x,Ensambles de placas remachadas de aleación hastelloy x,0,17/07/2024,
31361704,Ensambles de placas remachadas de inconel,,0,17/07/2024,
31361705,Ensambles de placas remachadas de acero de aleación baja,,0,17/07/2024,
31361706,Ensambles de placas remachadas no metálica,,0,17/07/2024,
31361709,Ensambles de placas remachadas de acero inoxidable,,0,17/07/2024,
31361710,Ensambles de placas remachadas de titanio,,"0,1",17/07/2024,
31361711,Ensambles de placas remachadas de aleación wasp,Ensambles de placas remachadas de aleación waspaloy,0,17/07/2024,
31361712,Ensambles de placas remachadas de cobre,,"0,1",17/07/2024,
31361713,Ensambles de placas remachadas de latón,,0,17/07/2024,
31371400,Losetas refractarias,,0,17/07/2024,
31371401,Tejas de sílice,,0,17/07/2024,
31381300,Imanes prensados y ensambles magnéticos,,0,17/07/2024,
31381301,Imán isotrópico prensado y sinterizado maquinado de ferrita,,0,17/07/2024,
31381302,Imán isotrópico prensado y sinterizado maquinado de bario ferrita,,"0,1",17/07/2024,
31381303,Imán isotrópico prensado y sinterizado maquinado de estroncio ferrita,,"0,1",17/07/2024,
31381304,Imán isotrópico prensado y sinterizado maquinado de neodimio,,0,17/07/2024,
31381305,Imán isotrópico prensado y sinterizado maquinado de samario cobalto,,"0,1",17/07/2024,
31381306,Imán isotrópico prensado y sinterizado maquinado de aluminio níquel cobalto ferroso,,"0,1",17/07/2024,
31381307,Imán anisotrópico prensado y sinterizado maquinado de ferrita,,0,17/07/2024,
31381308,Imán anisotrópico prensado y sinterizado maquinado de bario ferrita,,"0,1",17/07/2024,
31381309,Imán anisotrópico prensado y sinterizado maquinado de estroncio ferrita,,"0,1",17/07/2024,
31381310,Imán anisotrópico prensado y sinterizado maquinado de samario cobalto,,0,17/07/2024,
31381311,Imán anisotrópico prensado y sinterizado maquinado de aluminio níquel cobalto ferroso,,"0,1",17/07/2024,
31381312,"Imán isotrópico prensado y sinterizado, maquinado y recubierto de ferrita",,0,17/07/2024,
31381313,"Imán isotrópico prensado y sinterizado, maquinado y recubierto de bario ferrita",,"0,1",17/07/2024,
31381314,"Imán isotrópico prensado y sinterizado, maquinado y recubierto de estroncio ferrita",,0,17/07/2024,
31381315,"Imán isotrópico prensado y sinterizado, maquinado y recubierto de neodimio",,0,17/07/2024,
31381316,"Imán isotrópico prensado y sinterizado, maquinado y recubierto de samario cobalto",,0,17/07/2024,
31381317,"Imán isotrópico prensado y sinterizado, maquinado y recubierto de aluminio níquel cobalto ferroso",,"0,1",17/07/2024,
